title,address,phone,years_in_biz,email,website
Mister Car Wash,"5721 Burnet Rd, Austin, TX 78756",(512) 451-4970,23,media@mistercarwash.com,http://mistercarwash.com/
Krahn Car Wash,"115 W Glenview Dr, San Antonio, TX 78228",(210) 738-2712,,,
Quick Slick Lube & Detail,"333 Elm St, Graham, TX 76450",(940) 549-9476,17,,http://quicklane.com/
Splash N Dash,"415 State Highway 35 S, Port Lavaca, TX 77979",(361) 553-6927,,,
First Class Detail,"17800 Dickerson St, Dallas, TX 75252",(972) 803-6955,,,
The Detail Shop,"600 S Main St, Andrews, TX 79714",(432) 355-6733,,,
Bubbles Car Wash,"1144 S Mason Rd, Katy, TX 77450",(281) 395-9274,,,
Right Touch Auto Detail,"4423 Yale St, Houston, TX 77018",(713) 699-5532,25,,
Kings Hand Car Wash,"1329 Broadway St, Pearland, TX 77581",(281) 993-8286,10,,
Elite Car Wash & Auto Care,"1515 Bay Area Blvd, Houston, TX 77058",(281) 280-9400,8,,http://www.elitelubecenters.com/
Houston Auto Spa,"8706 Highway 6 S, Houston, TX 77083",(281) 988-5556,,,
5 Point Autos,"1818 W Anderson Ln, Austin, TX 78757",(512) 904-9310,10,,
C & C Auto Body & Detail,"6213 Colton Rd, Austin, TX 78744",(512) 215-2886,71,,
Sds Enterprises,"905 Live Oak St, Houston, TX 77003",(713) 227-1340,31,,http://stingerchemicals.com/
Ray Enterprises,"1700 University Blvd, Round Rock, TX 78665",(512) 904-9408,10,,
Reno Buggy Bath,"6580 Lamar Rd, Reno, TX 75462",(903) 739-9915,,,
Mobile Car Wash & Carpet Cleaning,,(915) 356-4691,,,
N C W,"104 S Nolan River Rd, Cleburne, TX 76033",(817) 641-7902,,,
Paradise Car Wash,"10060 West Rd, Houston, TX 77064",(832) 237-6324,,,http://www.paradisecarwash.com/
Star Car Wash,"401 E Round Grove Rd, Lewisville, TX 75067",(972) 459-2556,23,,
Landers Auto Wash,"7695 Calder Ave, Beaumont, TX 77706",(409) 861-0031,33,,
Precision Detail,"609 380 Byp, Graham, TX 76450",(940) 521-9900,10,PrecisonDetailTX@gmail.com,
Mr Goodbody Inc,"1143 S Cedar Ridge Dr, Duncanville, TX 75137",(972) 299-6820,18,timbers@frontiernet.net,http://www.mrgoodbody.com/
South Beach Auto Spa,"126 W Gray St, Houston, TX 77019",(713) 529-3444,,,http://www.southbeachautospa.com/
Rockin P Car Spa,"9201 Wesley St, Greenville, TX 75402",(903) 454-6925,19,,
Tex Star Detail,,(512) 930-0253,14,texstardetail@yahoo.com,http://www.texstardetail.com/
Aqua Hand Car Wash,"4426 Fm 2351 Rd, Friendswood, TX 77546",(281) 996-0800,8,,http://www.aquahandcarwash.com/
Quick Quack Car Wash,"11921 Spring Cypress Rd, Tomball, TX 77377",(281) 305-4005,15,info@dontdrivedirty.com,http://www.dontdrivedirty.com/
Kustom Kar Wash,"6911 McPherson Rd, Laredo, TX 78041",(956) 722-0900,43,info@kustomkarwash.net,http://www.kustomkarwashdetail.com/
Simoniz Car Wash,"1171 W Parker Rd, Plano, TX 75023",(469) 241-9852,,coupons@washdepot.com,http://www.simonizcarwash.com/
Villarreal's Detailing,"1493 S Business Ih 35, New Braunfels, TX 78130",(830) 629-6900,,,
Bossy Cow Car Wash,"1615 N Texana St, Hallettsville, TX 77964",(361) 798-1593,,,
Pro Magic For You,"3939 Teasley Ln, Denton, TX 76210",(940) 783-3244,,,
B & K Car Wash,"2010 Altamesa Blvd, Fort Worth, TX 76134",(817) 293-2024,9,,http://www.carwash.com/
Detail Mobile LLC,"Austin, TX 78724",(512) 807-6809,13,,http://detailmobile.com/
Detailed Autos,"PO Box 9496, College Station, TX 77842",(979) 255-9396,12,contact@detailedautos.com,
The Wash Premium Hand Car Wash,"1660 E Main St, League City, TX 77573",(832) 632-2831,,jbreckenridge@octaform.com,
Auto Pride Detail,"4541 N Mesa St, El Paso, TX 79912",(915) 474-1477,,autopridedetail@gmail.com,http://www.autopridedetail.com/
The Wash Tub,"1534 N Loop 1604 E, San Antonio, TX 78232",(210) 545-9274,19,ap@washtub.net,http://washtub.com/
J & L Car Wash,"707 Gross Rd, Mesquite, TX 75149",(972) 288-1003,47,,
El Charco De Las Ranas Car Wsh,"110 N Main St, Del Rio, TX 78840",(830) 774-1061,11,,
Linda's Detail Shop,"1222 E Scott Ave, Wichita Falls, TX 76301",(940) 322-7626,21,,
CAR WASH PATROL,,(469) 374-4364,10,rougerio37@yahoo.com,http://www.carwashpatrol.com/
Kevin's Auto Detail Shop,"1906 N Kaufman St, Ennis, TX 75119",(972) 878-8889,18,,
Garner Consignment Auto Sales and Detail Shop,"7694 Fm 2754, Brenham, TX 77833",(979) 203-5658,,chris@garnerconsignment.com,
104 Pleasant Valley St,"2400 E Cesar Chavez St, Austin, TX 78702",(512) 448-4407,,,
Majestic Car Wash,"115 W Belt Line Rd, Cedar Hill, TX 75104",(469) 272-3670,17,,http://majesticcarcare.com/
VIP Car Wash & Auto Repair,"118 Lang Rd, Portland, TX 78374",(361) 643-1802,71,Petesvipjag@gmail.com,http://www.carwash.com/
Floresville Laser Carwash,"532 10th St, Floresville, TX 78114",(210) 415-4767,13,,
Mister Car Wash,"640 W Crosstimbers St, Houston, TX 77018",(713) 691-4636,23,donations@mistercarwash.com,http://www.mistercarwash.com/
Splash Car Wash,"1215 E 5th St, Tyler, TX 75701",(903) 533-8873,9,,
Blue Wave Express Car Wash,"5907 Fm 2920 Rd, Spring, TX 77388",(281) 288-1731,12,customerservice@bluewex.com,http://www.bluewaveexpress.com/
Simoniz Car Wash,"4420 Panther Creek Pne, Spring, TX 77381",(281) 362-7000,24,Lisa.Sacco@washdepot.com,http://www.cleancarfeeling.com/
Roadrunner Carwash 2,"2009 Fm 1431, Marble Falls, TX 78654",(830) 798-9921,12,,https://plus.google.com/108658250604457574698/about
Paul Gene's Mobile Wash,"3545 N Main St, Cleburne, TX 76033",(817) 558-7868,27,p.warrick@sbcglobal.net,
Lopez Car Wash,"524 S Showers Rd, Palmview, TX 78572",(956) 583-9509,,,
Kool Wash Full Service Car Wash,"6880 Louetta Rd, Spring, TX 77379",(281) 320-1091,24,tom@freshmarylandseafood.com,http://www.colonialcarwashtx.com/#8GA786
Lakewood Auto Detail,"6365 Belmont Ave, Dallas, TX 75214",(214) 828-9668,,webmaster@lakewoodautodetail.com,http://www.lakewoodautodetail.com/
Jdc Power Wash,"103 Pilar Dr, San Antonio, TX 78227",(210) 673-6866,,,
Regency Car Bath,"3112 Regency Ln, Denison, TX 75020",(903) 465-9401,21,,
Tiger Detail Supply,"3102 Cottonwood St, Texarkana, TX 75501",(903) 793-7976,23,,
Dad's Custom Auto Detailing,"3754 State Highway 132 N, Lytle, TX 78052",(830) 709-0119,11,,
Underwood Wash,"701 5th St, Honey Grove, TX 75446",(903) 378-2325,18,,
Magic Lube,,(409) 898-4393,12,info@bbbsetexas.org,http://magiccarwash.com/
Auto Touch,"117 Springtree Holw, Cibolo, TX 78108",(210) 322-0196,20,getautotouch@yahoo.com,http://autotouchmobile.com/
A A Car Wash,"819 Bama Ln, Tyler, TX 75701",(903) 592-7178,40,,
Roy's GJD Detail Wash Maintensnce,"1551 Crescent Dr, Tyler, TX 75702",(903) 283-3254,3,,
Alex's Detail,"Fort Worth, TX 76137",(817) 306-7323,,,
Sharon Wash,"708 N Merrill Ave Apt 109, Duncanville, TX 75116",(972) 283-9096,,,http://www.sharonwash.com/
Auto Beauty Shop,"1609 Monroe St, Wichita Falls, TX 76309",(940) 766-2262,43,bbbnt@bbbnorcentx.org,http://www.theautobeautyshop.com/
Diamond Detail,"4217 Endicott Dr, Grand Prairie, TX 75052",(469) 576-3267,,,http://www.diamond-detail.com/
Mister Ts Mobile Car Wash,"5331 Summit Lodge Dr, Katy, TX 77449",(281) 463-4787,15,,
Vaughns Carwash Repair,"3242 Alabama Ave, Dallas, TX 75216",(214) 375-9436,29,,
Downtown Carwash,"122 N Main Ave, San Antonio, TX 78205",(210) 270-8480,,,
Finishing Touches Auto Detailing,"2605 N Main St, Vidor, TX 77662",(409) 783-0407,12,paul@finishingtouchesautodetailing.com,http://www.finishingtouchesautodetailing.com/
Montezuma Detail Service,"5003 Oates Rd, Houston, TX 77013",(713) 673-9066,,,
Denton County Car Washes Inc,"411 Highland Way, Coppell, TX 75019",(972) 462-8837,17,,
Ringers Carwash,"800 S 14th St, Kingsville, TX 78363",(361) 221-9991,,,http://heycarwash.com/
Twin Distributing,"2025 Royal Ln, Dallas, TX 75229",(972) 247-6575,10,,http://www.twindistributing.com/
Wash N Go,"2757 Royal Ln, Dallas, TX 75229",(972) 620-7773,18,,http://www.washngocarwash.com/
J S Car Wash,"1103 Archer St, Spearman, TX 79081",(806) 659-3847,26,,
Alex Service Station,"825 E Sinton St, Sinton, TX 78387",(361) 364-9066,31,,
Car Wash USA,"5901 Mockingbird Ln, McKinney, TX 75070",(972) 529-5146,,,
Texas Auto Detailers,"220 Santa Fe Ave, Dallas, TX 75203",(214) 574-9274,18,,http://www.texasautodetailers.com/
The Detail Shop,"1413 SW 4th Ave, Mineral Wells, TX 76067",(940) 325-6610,,,
D H Car Wash,"310 Stiles Dr, Midlothian, TX 76065",(972) 775-3271,50,,
U-Gas-It Co Inc,"3714 Sumner Ct, Sherman, TX 75090",(903) 893-5829,49,,
Super Suds,"1019 N Wood St, Gilmer, TX 75644",(903) 843-9019,,,
Spot Free Powerwash,"8704 Lait Dr, El Paso, TX 79925",(915) 778-2928,27,,
Stik's Car Wash,"1009 Magnolia Ave, Port Neches, TX 77651",(409) 722-1591,,,
San Antonio Mobile Auto Detail and Car Wash,"San Antonio, TX 78212",(210) 213-3782,21,martin@samobileCarWash.com,http://www.samobilecarwash.com/
Ovruch Inc,"1517 Commerce Dr, Plano, TX 75093",(972) 599-9324,17,,
Game Day Car Wash,"2238 W Roundbunch Rd, Orange, TX 77630",(409) 735-2100,9,thill1@gt.rr.com,http://www.gamedaycarwash.com/
Diaz Hand Carwash,"505 E Texas Ave, Baytown, TX 77520",(281) 839-7712,10,,
Sunset Carwash,"307 W Edgewood Dr, Friendswood, TX 77546",(281) 996-1319,12,,
Brothers Detailing,"705 W Gonzales St, Yoakum, TX 77995",(361) 293-6100,7,,
J & A Paint & Body Shop,"2207 Eastex Fwy, Houston, TX 77026",(713) 227-5207,24,,
Tracey's Bubbles,"415 SW 6th Ave, Amarillo, TX 79101",(806) 418-2398,6,,
E Smooths's Car Wash & Rims,"2324 E 5th St, Tyler, TX 75701",(903) 593-9281,,,
Primo Auto Detail & Lube,"301 N Kaufman St, Ennis, TX 75119",(972) 875-3133,25,,
Best Hand Car Detailing,"5811 Richmond Ave, Houston, TX 77057",(713) 781-8880,32,jbhong7@gmail.com,
Texas Star Car Wash Systems,"8300 Spence Dr, North Richland Hills, TX 76182",(817) 874-6942,,,
Car Wash Connection,"6265 E Us Highway 79, Milano, TX 76556",(512) 455-3535,16,,http://carwashconnection.com/
J & M Detail Shop,"3304 Alameda Ave, El Paso, TX 79905",(915) 532-4734,27,jmdetailshop@hotmail.com,
Uptown Car Wash (Houston),"5138 San Felipe St, Houston, TX 77056",(713) 572-8000,6,,http://www.uptowncarwashhouston.com/
Executive Car Care II,"305 N Margaret Ave, Kirbyville, TX 75956",(409) 423-6070,18,info@bbbsetexas.org,
Mitchell's Car Wash,"211 W Garland St, Grand Saline, TX 75140",(903) 962-5826,18,,
Best Hand Car Wash 2,"6521 Del Monte Dr, Houston, TX 77057",(713) 784-3209,9,,http://www.besthandcarwash2.com/
Dallas Auto Detail,"1101 N Riverfront Blvd, Dallas, TX 75207",(214) 748-6692,37,,
Bumper 2 Bumper Car Wash,"2540 Lavon Dr, Garland, TX 75040",(972) 530-1928,17,,
The Final Touch Carwash,"4110 S 1st St, Austin, TX 78745",(512) 428-9274,11,finaltouchhandcarwash@hotmail.com,http://www.finaltouchwash.com/
Wilk's Classic Car Wash,"1430 S Broadway St, Sulphur Springs, TX 75482",(903) 439-3188,24,,https://www.mechanicadvisor.com/
Mister Car Wash,"6107 Hillcroft St, Houston, TX 77081",(713) 777-9019,44,socialmedia@mistercarwash.com,http://www.mistercarwash.com/
Flores Detail Shop,"771 Hickory St, Abilene, TX 79601",(325) 672-1686,20,,
Greatwood Auto Collision,"1500 Crabb River Rd, Richmond, TX 77469",(281) 343-5792,16,ben@greatwoodautomotive.com,http://www.greatwoodautomotive.com/
Choice Car Wash Of Beeville,"711 N Washington St, Beeville, TX 78102",(361) 358-8338,15,,
David's Auto & Truck Detail,"5211 Seguin Rd, San Antonio, TX 78219",(210) 310-2885,13,,
Carmel Car Wash,"6140 E Mockingbird Ln, Dallas, TX 75214",(469) 208-9274,18,,http://carmelcarwash.com/
,,,,,
Stik's Car Wash,"1009 Magnolia Ave, Port Neches, TX 77651",(409) 722-1591,,,
San Antonio Mobile Auto Detail and Car Wash,"San Antonio, TX 78212",(210) 213-3782,21,martin@samobileCarWash.com,http://www.samobilecarwash.com/
Ovruch Inc,"1517 Commerce Dr, Plano, TX 75093",(972) 599-9324,17,,
Game Day Car Wash,"2238 W Roundbunch Rd, Orange, TX 77630",(409) 735-2100,9,thill1@gt.rr.com,http://www.gamedaycarwash.com/
Diaz Hand Carwash,"505 E Texas Ave, Baytown, TX 77520",(281) 839-7712,10,,
Sunset Carwash,"307 W Edgewood Dr, Friendswood, TX 77546",(281) 996-1319,12,,
Cool Water Auto Spa,"4001 E Renner Rd, Richardson, TX 75082",(972) 705-9274,14,connie@koubagraphics.com,http://www.coolwatercarwash.com/
California Self-Serve Superwash,"3670 George Dieter Dr, El Paso, TX 79936",(915) 849-6055,13,,
Gentle Touch Fast Lube,"2125 Sherwood Way, San Angelo, TX 76901",(325) 944-3139,31,,
Aero Car Care,"11634 Cypress North Houston Rd, Cypress, TX 77429",(281) 955-6327,,,http://www.aerocarcare.com/
Kwik Suds Carwash,"6340 Frankford Rd, Dallas, TX 75252",(972) 248-4441,,,
,,,,,
Mister Ts Mobile Car Wash,"5331 Summit Lodge Dr, Katy, TX 77449",(281) 463-4787,15,,
Vaughns Carwash Repair,"3242 Alabama Ave, Dallas, TX 75216",(214) 375-9436,29,,
Downtown Carwash,"122 N Main Ave, San Antonio, TX 78205",(210) 270-8480,,,
Finishing Touches Auto Detailing,"2605 N Main St, Vidor, TX 77662",(409) 783-0407,12,paul@finishingtouchesautodetailing.com,http://www.finishingtouchesautodetailing.com/
Montezuma Detail Service,"5003 Oates Rd, Houston, TX 77013",(713) 673-9066,,,
Denton County Car Washes Inc,"411 Highland Way, Coppell, TX 75019",(972) 462-8837,17,,
Ringers Carwash,"800 S 14th St, Kingsville, TX 78363",(361) 221-9991,,,http://heycarwash.com/
Twin Distributing,"2025 Royal Ln, Dallas, TX 75229",(972) 247-6575,10,,http://www.twindistributing.com/
Wash N Go,"2757 Royal Ln, Dallas, TX 75229",(972) 620-7773,18,,http://www.washngocarwash.com/
J S Car Wash,"1103 Archer St, Spearman, TX 79081",(806) 659-3847,26,,
Alex Service Station,"825 E Sinton St, Sinton, TX 78387",(361) 364-9066,31,,
Car Wash USA,"5901 Mockingbird Ln, McKinney, TX 75070",(972) 529-5146,,,
Texas Auto Detailers,"220 Santa Fe Ave, Dallas, TX 75203",(214) 574-9274,18,,http://www.texasautodetailers.com/
The Detail Shop,"1413 SW 4th Ave, Mineral Wells, TX 76067",(940) 325-6610,,,
D H Car Wash,"310 Stiles Dr, Midlothian, TX 76065",(972) 775-3271,50,,
U-Gas-It Co Inc,"3714 Sumner Ct, Sherman, TX 75090",(903) 893-5829,49,,
Super Suds,"1019 N Wood St, Gilmer, TX 75644",(903) 843-9019,,,
Spot Free Powerwash,"8704 Lait Dr, El Paso, TX 79925",(915) 778-2928,27,,
Stik's Car Wash,"1009 Magnolia Ave, Port Neches, TX 77651",(409) 722-1591,,,
San Antonio Mobile Auto Detail and Car Wash,"San Antonio, TX 78212",(210) 213-3782,21,martin@samobileCarWash.com,http://www.samobilecarwash.com/
Ovruch Inc,"1517 Commerce Dr, Plano, TX 75093",(972) 599-9324,17,,
Game Day Car Wash,"2238 W Roundbunch Rd, Orange, TX 77630",(409) 735-2100,9,thill1@gt.rr.com,http://www.gamedaycarwash.com/
Diaz Hand Carwash,"505 E Texas Ave, Baytown, TX 77520",(281) 839-7712,10,,
Sunset Carwash,"307 W Edgewood Dr, Friendswood, TX 77546",(281) 996-1319,12,,
Quality Auto Detail & Service,"595 W Main St, Uvalde, TX 78801",(830) 591-2707,10,,
Executive Auto Detailing,"3170 Monticello Ave, Dallas, TX 75205",(214) 775-0730,,detaildallas@yahoo.com,
Belvedere Auto Spa,"2142 W Parker Rd, Plano, TX 75075",(214) 775-0725,,detailplano@yahoo.com,
Detail Pro,"355 E Division St, Arlington, TX 76011",(682) 233-9221,,proarlington@yahoo.com,
Classic Auto Spa,"8673 Hillcrest Ave, Dallas, TX 75225",(469) 248-5130,,214classic@gmail.com,
Splash N Dash Carwash,"4900 Hondo Pass Dr, El Paso, TX 79924",(915) 757-0900,9,,http://www.splashndashep.com/
Ot's Car Wash,"8490 W 7th St, Texarkana, TX 75501",(903) 334-9652,14,,
Lonestar Tint & Detailing,"707 E Central Ave, Comanche, TX 76442",(325) 356-3100,10,,
Register's Mobile Wash Service,"1309 Avenue E, Abernathy, TX 79311",(806) 298-5145,10,,
Jenkins Mobile Detail Shop,"1906 E Booth St, Paris, TX 75460",(903) 784-2930,,,
MCS Splash Carwash,"310 N Madden St, Shamrock, TX 79079",(806) 256-5054,9,,
Mansfield Jett Express Car Wash,"701 W Debbie Ln, Mansfield, TX 76063",(817) 453-3000,11,,http://www.jettexpresscarwash.com/
Wetzone Car Wash,"7316 W Tidwell Rd, Houston, TX 77040",(713) 895-7434,9,info@wetzonecarwash.com,http://www.wetzonecarwash.com/
2920 Car Wash,"4619 Fm 2920 Rd, Spring, TX 77388",(281) 350-2721,14,contact@2920carwash.com,http://www.superior2920carwash.com/
Quick Shine Car Wash,"3327 Spencer Hwy, Pasadena, TX 77504",(713) 944-1802,7,,
Los Compas Auto Detail & State Inspection,"2010 S Edgefield Ave, Dallas, TX 75224",(214) 946-2922,9,,
Speedy Carwash,"1811 N Raul Longoria Rd, San Juan, TX 78589",(956) 223-2608,,,
Porter Car Wash,"24036 Fm 1314 Rd, Porter, TX 77365",(281) 577-0107,14,,
Wash Me Car Salon,"122 N Main Ave, San Antonio, TX 78205",(210) 270-8480,,,
Today's Car Wash,"514 S Fort Hood St, Killeen, TX 76541",(254) 245-8657,10,contact@todayscarwash.com,http://www.todayscarwash.com/
Let's Talk Dirty,"4201 E Veterans Memorial Blvd, Killeen, TX 76543",(254) 699-7284,,,
Willie's Auto Detail,"906 Fort Worth Hwy, Weatherford, TX 76086",(817) 613-8600,22,,
Daryl's Detailing,"199 Isaacks Rd, Humble, TX 77338",(281) 540-7026,27,criderdaryl@gmail.com,http://darylsdetailing.com/
Robert Car Care,"840 S Main St, Giddings, TX 78942",(979) 542-0020,12,robertcc2@verizon.net,
Car Wash USA,"602 N 1st St, Copperas Cove, TX 76522",(254) 542-3111,9,,
Romana Posh II At Sachse Ltd,"7090 Highway 78, Sachse, TX 75048",(972) 442-7722,9,,http://www.poshexpresswash.com/
Shaffers Car,"7850 Callaghan Rd, San Antonio, TX 78229",(210) 888-1400,,,
Mac's Car Wash,"439 Front St, Comfort, TX 78013",(830) 995-3569,,,
Car Wash Zone,"1300 N Avenue E E, Haskell, TX 79521",(940) 864-5393,,,
Zoom Zoom Car Wash,"8602 Garland Rd, Dallas, TX 75218",(214) 321-5510,,,
Wildcat Car Wash,"2300 Hall Ave, Littlefield, TX 79339",(806) 485-0155,7,,
Simoniz,"1450 Justin Rd, Lewisville, TX 75077",(972) 906-9343,,,http://washdepot.com/
Grand Slam Car Wash & Lube,"2626 W Walker St, League City, TX 77573",(281) 309-9274,14,,http://www.grandslamcarwash.com/
Memphis Wash And Lube,"815 N Boykin Dr, Memphis, TX 79245",(806) 259-2365,21,,
Detail-N-Motion Mobile Services,"Lancaster, TX 75146",(972) 989-1312,,detailinmotion@gmail.com,http://detailnmotion.com/
King Suds Car Wash,"Tomball, TX 77375",(281) 255-2874,,,
Genie Self Service Car Wash,"105 Chama Dr, Hewitt, TX 76643",(254) 666-2215,,,
,,,,,
Register's Mobile Wash Service,"1309 Avenue E, Abernathy, TX 79311",(806) 298-5145,10,,
Jenkins Mobile Detail Shop,"1906 E Booth St, Paris, TX 75460",(903) 784-2930,,,
MCS Splash Carwash,"310 N Madden St, Shamrock, TX 79079",(806) 256-5054,9,,
Mansfield Jett Express Car Wash,"701 W Debbie Ln, Mansfield, TX 76063",(817) 453-3000,11,,http://www.jettexpresscarwash.com/
Wetzone Car Wash,"7316 W Tidwell Rd, Houston, TX 77040",(713) 895-7434,9,info@wetzonecarwash.com,http://www.wetzonecarwash.com/
2920 Car Wash,"4619 Fm 2920 Rd, Spring, TX 77388",(281) 350-2721,14,contact@2920carwash.com,http://www.superior2920carwash.com/
Quick Shine Car Wash,"3327 Spencer Hwy, Pasadena, TX 77504",(713) 944-1802,7,,
Los Compas Auto Detail & State Inspection,"2010 S Edgefield Ave, Dallas, TX 75224",(214) 946-2922,9,,
Speedy Carwash,"1811 N Raul Longoria Rd, San Juan, TX 78589",(956) 223-2608,,,
Porter Car Wash,"24036 Fm 1314 Rd, Porter, TX 77365",(281) 577-0107,14,,
Wash Me Car Salon,"122 N Main Ave, San Antonio, TX 78205",(210) 270-8480,,,
Today's Car Wash,"514 S Fort Hood St, Killeen, TX 76541",(254) 245-8657,10,contact@todayscarwash.com,http://www.todayscarwash.com/
Let's Talk Dirty,"4201 E Veterans Memorial Blvd, Killeen, TX 76543",(254) 699-7284,,,
Willie's Auto Detail,"906 Fort Worth Hwy, Weatherford, TX 76086",(817) 613-8600,22,,
Daryl's Detailing,"199 Isaacks Rd, Humble, TX 77338",(281) 540-7026,27,criderdaryl@gmail.com,http://darylsdetailing.com/
Robert Car Care,"840 S Main St, Giddings, TX 78942",(979) 542-0020,12,robertcc2@verizon.net,
Car Wash USA,"602 N 1st St, Copperas Cove, TX 76522",(254) 542-3111,9,,
Romana Posh II At Sachse Ltd,"7090 Highway 78, Sachse, TX 75048",(972) 442-7722,9,,http://www.poshexpresswash.com/
Shaffers Car,"7850 Callaghan Rd, San Antonio, TX 78229",(210) 888-1400,,,
Mac's Car Wash,"439 Front St, Comfort, TX 78013",(830) 995-3569,,,
Car Wash Zone,"1300 N Avenue E E, Haskell, TX 79521",(940) 864-5393,,,
Zoom Zoom Car Wash,"8602 Garland Rd, Dallas, TX 75218",(214) 321-5510,,,
Speed Bee Express Wash,"3005 Justin Rd, Flower Mound, TX 75028",(972) 539-5604,9,speedybeewash@gmail.com,http://speedybeewash.com/
Bobcat Carwash,"201 W Bedford St, Dimmitt, TX 79027",(806) 647-1588,9,,
,,,,,
E E Hensley & Son Inc,"3800 E 52nd St, Odessa, TX 79762",(432) 362-1593,,,
The Falls Carwash,"901 Sonterra Blvd, San Antonio, TX 78258",(210) 494-1735,,,
Extreme Custom Detail,"1818 W Dallas St, Houston, TX 77019",(832) 203-5676,,,
Castle Car Wash,"3709 Poteet Dr, Mesquite, TX 75150",(972) 682-8663,9,,
Majestic Car Wash,"703 N Twin City Hwy, Nederland, TX 77627",(409) 678-2838,9,,
Marshall's Car Wash,"805 N Richmond Rd, Wharton, TX 77488",(979) 282-2040,9,,
Kleen Wheels Car Wash,"1520 College St, Beaumont, TX 77701",(409) 838-5066,9,kwcarwash409@yahoo.com,
Rainbow Carwash,"12302 Steeple Way Blvd, Houston, TX 77065",(281) 955-8172,,,
Lupita's Car Wash,"7401 Greenville St, Houston, TX 77020",(832) 203-5609,,,
The Falls Carwash,"901 Sonterra Blvd, San Antonio, TX 78258",(210) 494-1735,,,
Echelon Auto Spa,"Dallas, TX 75230",(214) 994-0952,9,echelonspa@gmail.com,
Hi Def Auto Detail,"11430 N Central Expy, Dallas, TX 75243",(214) 675-5843,11,,
Express Car Wash,"3949 S Belt Line Rd, Grand Prairie, TX 75052",(972) 504-6907,,,
Tote Detailing Specialists Inc,"2250 Chipley Cir, San Antonio, TX 78217",(210) 829-8779,,,
Austin Elite Mobile Detailing,"2101 Wheaton Trl, Cedar Park, TX 78613",(512) 704-7902,9,,http://www.austinemd.com/
Platinum Hand Car Wash & Dtl,"1311 Leeland St, Houston, TX 77002",(832) 767-6575,,,
Car Wash USA,"901 Mountain Lion Cir, Harker Heights, TX 76548",(254) 953-1102,,,http://carwash-usa.com/
TNT Carwash,"820 Wallace St, Columbus, TX 78934",(979) 942-9088,,,
Big Johns Auto Detail,"7767 Culebra Rd, San Antonio, TX 78251",(210) 509-9274,16,,
Zippy's Car Wash-Nacogdoches,"4418 North St, Nacogdoches, TX 75965",(936) 569-0512,9,,http://www.zippys.com/
Arlington Jett Express Car Wash,"4651 Little Rd, Arlington, TX 76017",(817) 478-2800,8,wash@arlington.jettexpresscarwash.com,http://www.jettexpresscarwash.com/
Lonestar Auto Laundry,"4270 Eldorado Pkwy, McKinney, TX 75070",(214) 592-0334,,,
Clean Getaway,"3191 Matlock Rd, Mansfield, TX 76063",(817) 473-0100,9,mansfield@clean-getaway.net,
The Car Wash Barn 2,"101 E Business 190, Copperas Cove, TX 76522",(254) 518-8210,9,marketing@thecarwashbarn.com,https://mistercarwash.com/
Auto Detail,"4136 Mansfield Hwy, Forest Hill, TX 76119",(817) 260-1112,12,,
Colonial Car Wash & Lube,"4959 South Dr W, Fort Worth, TX 76132",(817) 294-9757,7,,
Crystal Clean Car Wash,"106 N Oakwood St, Breckenridge, TX 76424",(254) 559-8721,2,customerservice@crystalclean.ie,http://crystalclean.ie/
Audio Detail,"4539 Aldine Mail Rd, Houston, TX 77039",(281) 590-3668,14,,
Joan's Self Service Car Wash,"2211 N O Connor Rd, Irving, TX 75062",(214) 596-9729,,,
Super Clean Auto Detailing,"1301 W Leblanc St, Winnie, TX 77665",(409) 296-6294,,,
El Paso's Mobile Wash & Detail,,(915) 726-6020,11,elpaso39smobilewash@ymail.com,http://elpasosmobilewash.weebly.com/
Tropical Spray Car Wash,"606 Cut Off Rd, Port Aransas, TX 78373",(361) 749-0800,12,,
Dreams Auto Paint & Body,"115 S Bowen Rd, Arlington, TX 76012",(817) 795-4886,22,dentartistpdr@gmail.com,
Reed Brothers Detail,"1624 W Beauregard Ave, San Angelo, TX 76901",(325) 653-9144,42,,
The Car Wash Barn,"4901 Martin Luther King Jr Blvd, Killeen, TX 76543",(254) 690-0049,10,thecarwashbarn@gmail.com,
Portable Detail Service,"1202 S Station St, Port Aransas, TX 78373",(361) 749-7759,19,,http://rvpoints.com/services-listing/26189-port-a-ble-detail-service-port-aransas
On-Site Auto Detailing,"1616 Judson Rd, Longview, TX 75601",(903) 237-9484,25,,http://www.onsiteautodetailing.com/
A C Car Care,"805 Murray St, Atlanta, TX 75551",(903) 799-5893,19,,
Your Express Car Wash,"1122 W Belt Line Rd, Desoto, TX 75115",(972) 223-3300,,,
Arturo's Auto Care,"204 N La Homa Rd, Palmview, TX 78572",(956) 583-8636,11,,
Center Car Wash,"1801 E Spring Creek Pkwy, Plano, TX 75074",(972) 516-0127,,,http://www.allstarrvcenter.com/
Ez Clean Car Wash,"1521 N 77 Sunshine Strip, Harlingen, TX 78550",(956) 230-5027,,,
Windham Industries Inc,"2529 Merrell Rd Ste 100, Dallas, TX 75229",(972) 241-7861,,,
G2FAZT MOBILE WASH & DETAILING,"1620 Phoenix St, Edinburg, TX 78541",(956) 225-3326,,g2fazt80@yahoo.com,
The Detail Guy,"501 W Adams Ave, Temple, TX 76501",(254) 541-7233,,,
