title,address,phone,years_in_biz,email,website
Steve Chu's Insurance,"2333 San Ramon Valley Blvd, San Ramon, CA 94583",(925) 837-1080,,,http://www.farmers.com/
Aguayo Insurance Solutions,"14055 Perris Blvd Ste 104, Moreno Valley, CA 92553",(951) 601-2055,9,hector@aguayoins.com,http://www.aguayoins.com/
Bezkrovny Alla Insurance Agency,"30423 Canwood St Ste 228, Agoura Hills, CA 91301",(818) 706-8680,28,,http://www.abinsuranceagency.com/
Farmers Insurance Schulz Insurance Agency,"720 Ramona Ave Ste 202, Corona, CA 92879",(951) 736-0688,,,
Madden Insurance Agency,"1080 Carol Ln Ste 110, Lafayette, CA 94549",(925) 284-7105,16,tmadden@farmersagent.com,http://www.farmers.com/
Guy Hugaert Insurance,"1740 W Katella Ave, Orange, CA 92867",(714) 744-1730,15,,https://www.farmers.com/
,,,,,
Farmers Insurance - R.Kim Farewell,"1613 S Escondido Blvd, Escondido, CA 92025",(760) 743-6777,,,
Haselwood Alan Insurance,"7840 Madison Ave Ste 152, Fair Oaks, CA 95628",(916) 961-4747,,,
Peterson Insurance,"1007 Oak Hill Rd Ste G, Lafayette, CA 94549",(925) 283-2790,91,,http://www.farmers.com/
Lightsey Insurance Services,"2400 Washington Ave Ste 304, Redding, CA 96001",(530) 244-8496,91,elightsey@farmersagent.com,http://www.farmers.com/
Sunset Plaza,"9105 W Sunset Blvd, West Hollywood, CA 90069",(800) 269-2919,,,http://www.sunsetplazains.com/
Boelman Betty Jo,"2120 Foothill Blvd Ste 107, La Verne, CA 91750",(909) 596-2232,,,
Elizabeth Insurance Services Inc,"2878 Campus Pkwy, Riverside, CA 92507",(951) 924-5300,12,elizabeth@elizabethsinsurance.com,http://www.bestinsuranceservices.net/
"Big Savings Insurance Agency, Inc","3133 McHenry Ave Suite A, Modesto, CA 95350",(209) 572-6030,,Info@bigsavingsins.com,http://www.bigsavingsinsurance.com/
Jones Rick,"15707 Imperial Hwy, La Mirada, CA 90638",(562) 947-2789,,,http://www.edwardjones.com/en_US/fa/index.html&CIRN=325707
Avalon Risk Management,"840 Hinckley Rd Ste 100, Burlingame, CA 94010",(650) 652-4100,21,,http://www.avalonrisk.com/
Barragan Insurance Agency,"90 Blue Ravine Rd # 74, Folsom, CA 95630",(916) 984-9320,15,info@barraganinsurance.com,http://www.barraganinsurance.com/
Silverstone Insurance Group,"8578 Utica Ave Ste 200, Rancho Cucamonga, CA 91730",(909) 980-4211,,rob@silverstoneins.com,http://www.silverstoneins.com/
Landmark Insurance,"1207 Carlsbad Village Dr, Carlsbad, CA 92008",(760) 730-7830,82,,
Smith Tim-Farmers Insurance,"Brentwood, CA 94513",(925) 240-5055,,,http://ccclib.org/
Sentry Insurance,"2200 Douglas Blvd, Roseville, CA 95661",(916) 786-7776,,,http://www.sentry.com/
Levy Edw,"5346 Bellaire Ave, Valley Village, CA 91607",(818) 505-9721,,,
KHI Insurance Agency Inc.,"23001 La Palma Ave Ste 130, Yorba Linda, CA 92887",(714) 692-5411,35,dave@khitruckinsurance.com,http://www.khitruckinsurance.com/
Patronete Michael,"20832 Roscoe Blvd Ste 106, Winnetka, CA 91306",(818) 882-3271,,,
Adriana's Insurance,"1849 N Hacienda Blvd, La Puente, CA 91744",(626) 918-7878,71,,http://adrianasinsurance.com/
Adriana's Insurance,"219 S Vermont Ave, Los Angeles, CA 90004",(213) 616-1700,,redlands@adrianas-ins.com,
Adriana's Insurance,"1119 N Western Ave, Los Angeles, CA 90029",(323) 978-1050,37,,
Big Savings Insurance Agency Inc,"1451 River Park Dr Ste 260, Sacramento, CA 95815",(916) 921-5121,,sunnysingh@bigsavingsins.com,http://www.bigsavingsinsurance.com/
Control Insurance Services,"124 N Main St, Lake Elsinore, CA 92530",(951) 674-5001,9,,http://www.controlforyou.com/
Maravilla Maria,"575 Lincoln Ave Ste 340, Napa, CA 94558",(707) 815-1929,,,
Joe Estrada Insurance,"7500 West Ln, Stockton, CA 95210",(209) 469-3494,,,http://farmers.com/
Redden Roger Insurance Agency,"22 Daisy St, Ladera Ranch, CA 92694",(949) 289-2565,,,http://www.farmers.com/
Coady Insurance,"13321 Garden Grove Blvd, Garden Grove, CA 92843",(714) 703-8000,8,,http://www.coadyinsurance.com/
Bains & Woodward Insurance SVC,"973 East Ave Ste D, Chico, CA 95926",(530) 636-4427,,,
La West Insurance,"705 E Broadway, Glendale, CA 91205",(818) 547-3282,21,,http://www.lawestins.com/
,,,,,
Castro Property & Commercial Insurance,"155 15th St, West Sacramento, CA 95691",(916) 482-9600,14,,http://www.castroins.com/
Jorene Mize Insurance,"34778 Douglas Ranger Station Rd, North Fork, CA 93643",(559) 877-7631,15,webmaster@mize-insurance.com,http://mize-insurance.com/
James K Mason Insurance,"300 N San Mateo Dr Ste 1, San Mateo, CA 94401",(650) 401-6040,21,jkmasonins@yahoo.com,http://www.jkmasonins.com/
Victor Siu Insurance Agency,"1322 E 14th St, San Leandro, CA 94577",(510) 483-9000,,jchen4@farmersagent.com,http://www.farmers.com/
Garcia Cezar Agency,"3711 Saviers Rd Ste K, Oxnard, CA 93033",(805) 483-7203,34,alapera@farmersagent.com,
Joan M Siering,"4408 Market St, Emeryville, CA 94608",(510) 601-5079,,,http://www.farmers.com/
Joann Tran-Farmers Insurance,"1545 W Katella Ave, Anaheim, CA 92802",(714) 999-2919,,,
Family Tree Insurance,"4949 Buckley Way Ste 206, Bakersfield, CA 93309",(661) 412-4948,8,,http://www.farmers.com/
James G Parker Insurance Associates,"116 E Main St Ste 150, Visalia, CA 93291",(559) 741-2200,8,,http://www.jgparker.com/
Giffin Sanchez & Parker,"1753 E Fir Ave, Fresno, CA 93720",(559) 741-9740,,,
Tustin Redhill Insurance Agency,"750 W 1st St, Tustin, CA 92780",(714) 544-0855,9,tustinredhillins@yahoo.com,http://www.tustinredhillinsurance.com/LOCATIONS.html
Adriana's Insurance Svc Inc,"3087 W Pico Blvd Ste 3, Los Angeles, CA 90006",(323) 998-7300,,,http://adrianasinsurance.com/
Big Savings Insurance Agency Insurance,"561 N Golden State Blvd, Turlock, CA 95380",(209) 632-1415,,,http://www.bigsavingsinsurance.com/
Cesar Aguayo Insurance Agency,"911 S Euclid St, Anaheim, CA 92802",(714) 999-5929,,hector@aguayoins.com,http://www.aguayoins.com/
Prima Insurance Services,"11230 Garvey Ave, El Monte, CA 91733",(626) 279-1515,10,primains@outlook.com,
Lo Insurance Agency,"101 E Redlands Blvd, Redlands, CA 92373",(909) 798-8900,8,loinsagy@gmail.com,http://www.farmers.com/
A Rusty Napolitano Insurance,"3275 E Thousand Oaks Blvd Ste 204, Thousand Oaks, CA 91362",(805) 557-7362,13,anapolitano@farmersagent.com,https://www.farmers.com/
Isu Insurance Service Meridian Brokerage,"22801 Ventura Blvd Ste 203, Woodland Hills, CA 91364",(818) 225-7025,26,Serjb@mbisi.com,http://www.mbisi.com/
Merin Gary,"5246 Pirrone Ct, Salida, CA 95368",(209) 575-7010,,,
"Lawson, John Farmers Insurance","123 Firefly Ln, Napa, CA 94558",(707) 481-0343,,,http://farmersagent.com/
Jackson Insurance Agency,"321 W Yosemite Ave Ste 107, Madera, CA 93637",(559) 674-8889,9,tjackson4@farmersagent.com,https://agents.farmers.com/ca/madera/jeffrey-jacks
Just Auto Insurance,"2626 S Figueroa St, Los Angeles, CA 90007",(213) 536-8002,,,http://adrianasinsurance.com/
Kitson R G Insurance,"187 S Patterson Ave Ste A, Santa Barbara, CA 93111",(805) 964-6906,91,rkitson@groominsurance.com,http://farmers.com/
Madrid Insurance,"2024 W 3rd St, Los Angeles, CA 90057",(213) 413-3300,8,,http://www.madridinsla.com/
E C Lepana Insurance Agency-geneva,"1151 Geneva Ave, San Francisco, CA 94112",(415) 333-6154,,,
Conrad Russ Insurance,"6702 N Cedar Ave Ste 202, Fresno, CA 93710",(559) 299-0366,44,,http://www.farmers.com/
Thanh Binh Agency,"1941 Tully Rd Ste 30, San Jose, CA 95122",(408) 254-8852,,,http://www.farmers.com/
Anzai Insurance Agency,"18200 Yorba Linda Blvd, Yorba Linda, CA 92886",(714) 985-9340,,,
Savepro Insurance,"2000 5th Ave Ste B, Oroville, CA 95965",(530) 534-6600,,,http://www.saveproins.com/
,,,,,
Simeone Damian,"4343 Morena Blvd Ste 5, San Diego, CA 92117",(858) 459-3741,46,dsimeone@farmersagent.com,http://www.farmers.com/
Love Insurance Agency,"4340 Almaden Expy Ste 200, San Jose, CA 95118",(408) 265-5111,32,,http://www.loveinsurance.com/
Langley Kevin Insurance Agency,"26499 Rancho Pkwy S, Lake Forest, CA 92630",(949) 709-8566,,klangley@farmersagent.com,http://www.farmers.com/
Jtc Insurance,"17800 Castleton St Ste 628, City Of Industry, CA 91748",(626) 839-9387,20,,http://farmers.com/
Farmer's Insurance- Jason Cuaderno,"105 Bullard Ave, Clovis, CA 93612",(559) 326-1312,17,jcuaderno@farmersagent.com,http://www.farmersagent.com/jcuaderno
Baumann Barbara Farmer's Insurance Agency,"7700 Irvine Center Dr, Irvine, CA 92618",(949) 753-7753,,,
Pleasanton Valley Insurance,"6602 Owens Dr Ste 300, Pleasanton, CA 94588",(925) 462-2111,30,,http://www.coastalbrokersins.com/
Rippee Bill Jr,"12812 Rancho Penasquitos Blvd Ste S, San Diego, CA 92129",(858) 538-9160,,,http://www.farmers.com/
Luis Wong Insurance Agency,"3330 Mission St, San Francisco, CA 94110",(415) 648-1254,,,
Woodcreek Insurance Services,"198 Cirby Way Ste 138, Roseville, CA 95678",(916) 783-8444,35,,http://www.woodcreekins.com/
"Daniel W. Davis Insurance Solutions, LLC","131 Stony Cir, Santa Rosa, CA 95401",(707) 596-5015,23,,http://www.dandavisins.com/
Nabavian Neda Insurance Agency,"20051 SW Birch St Ste B, Newport Beach, CA 92660",(949) 428-3321,6,neda@insurewithneda.com,http://www.insurewithneda.com/
Ryan Nuttall Insurance Agency,"11290 Point East Dr Ste 100, Rancho Cordova, CA 95742",(530) 676-3767,,,
Herzog Insurance,"29 Alamo Sq, Alamo, CA 94507",(925) 855-0657,91,,http://farmers.com/
Carmen Uzeta Insurance Agency,"455 W 6th St, San Pedro, CA 90731",(310) 514-9800,8,cuzeta@farmersagent.com,http://www.farmers.com/
Wilson Paves & Associates Insurance Agency,"3636 Pegasus Dr, Bakersfield, CA 93308",(661) 327-3111,42,support@wilsonpaves.com,https://www.wilsonpaves.com/
Farmers,"4750 Wilshire Blvd, Los Angeles, CA 90010",(323) 938-9134,18,ranil.perera@farmers.com,http://www.farmers.com/
Cannon Family Insurance Agency,"7816 Uplands Way Ste D, Citrus Heights, CA 95610",(916) 965-6826,24,,http://www.farmers.com/
Bains and Woodward Ins Srvcs,"500 Cohasset Rd Ste 34, Chico, CA 95926",(530) 636-4427,,,http://www.saveproins.com/
Hood Financial Insurance Services,,(760) 752-7848,7,,http://www.hoodfinancial.com/
Smith Insurance Agency,"24711 Redlands Blvd, Loma Linda, CA 92354",(909) 796-7600,,,
"Big Savings Insurance Agency, Inc","Roseville, CA 95661",(916) 784-2736,,,http://www.bigsavingsinsurance.com/
Arlan Knutson Insurance Agency,"1440 Beaumont Ave, Beaumont, CA 92223",(951) 769-9614,24,,http://www.arlanknutsoninsurance.com/
"Bertholf, Jim","14831 State Route 89, Markleeville, CA 96120",(530) 694-1000,18,,http://farmers.com/
Jacinto Insurance,"1840 N Hacienda Blvd Ste 8, La Puente, CA 91744",(626) 919-1977,8,,http://www.farmers.com/
Commercial Best Insurance,"2703 W Burbank Blvd, Burbank, CA 91505",(818) 841-4111,27,,http://www.progressive.com/
Vinelli Darren Insurance Agency,"2100 Embarcadero Ste 104, Oakland, CA 94606",(510) 261-2578,6,,http://farmers.com/
Baja Bound Insurance Service,"811 10th Ave, San Diego, CA 92101",(619) 702-4292,20,service@bajabound.com,https://www.bajabound.com/
Ha Kristy,"9126 Edinger Ave, Fountain Valley, CA 92708",(714) 451-2062,91,,http://www.farmers.com/
,,,,,
Lightle Gary,"2027 Robinson St, Oroville, CA 95965",(530) 534-0505,29,,http://www.farmers.com/
Chubb Jay Insurance,"235 Main St, Pleasanton, CA 94566",(925) 734-9122,91,,http://farmers.com/
Mcevoy Coffeen Vanessa Insurance Agency,"453 C St, Chula Vista, CA 91910",(619) 422-9223,25,myfarmers@cox.net,http://www.farmers.com/
Sotelo John,"14423 Leffingwell Rd, Whittier, CA 90604",(562) 941-2209,,,
Mihalas Calin,"1851 Heritage Ln Ste 240, Sacramento, CA 95815",(916) 273-6332,,,http://www.farmers.com/
Karen Kim Insurance,"5155 Stevens Creek Blvd Ste 203, Santa Clara, CA 95051",(408) 418-3899,9,,http://www.farmers.com/
Castilla Danian,"10911 Orr And Day Rd, Santa Fe Springs, CA 90670",(562) 375-6500,8,,http://www.farmers.com/
Cheng William,"10789 S Blaney Ave, Cupertino, CA 95014",(408) 257-2266,,,http://www.farmers.com/
Cailleaux Gilles Insurance,"23161 Mill Creek Dr Ste 100, Laguna Hills, CA 92653",(949) 586-2313,,,
Kc & Associates Insurance Agency,"4320 Stevens Creek Blvd Ste 206, San Jose, CA 95129",(408) 564-0568,8,,http://www.farmers.com/
Adriana's Insurance Services Inc,"2382 W Lincoln Ave, Anaheim, CA 92801",(714) 399-3999,13,,
Gaiduchik Valentina,"6939 Sunrise Blvd Ste 205, Citrus Heights, CA 95610",(916) 726-4205,,,
Rabonza Cecilia Insurance Agency,"9430 Topanga Canyon Blvd Ste 204, Chatsworth, CA 91311",(818) 292-1967,,,http://www.farmers.com/
Fidelity Insurance Service,"801 Allston Way, Berkeley, CA 94710",(510) 548-8200,67,kambing@matamata.com,http://www.fidelityinsuranceservice.com/
Loyal Insurance Service,"813 S Glendora Ave, West Covina, CA 91790",(626) 814-0065,30,,https://www.farmers.com/
Mansour Insurance Agency,"150 N Grand Ave Ste 209, West Covina, CA 91791",(626) 966-9800,35,rmansour@farmersagent.com,http://www.farmers.com/
Aristotle Insurance Agency,"321 San Felipe Rd Ste 5, Hollister, CA 95023",(831) 636-2062,,,http://www.aristotleinsuranceagency.com/
Sundberg Linda Insurance Agency,"617 3rd St, Eureka, CA 95501",(707) 443-9357,,,
Grover Cindy Evans,"27247 Madison Ave Ste 113, Temecula, CA 92590",(800) 827-2444,91,,http://www.farmers.com/
Cavins Larry Insurance Agency,"1310 Union Plaza Ct Ste 104, Oceanside, CA 92054",(760) 967-2918,,,http://www.farmers.com/
Halverson Insurance Services,"24781 Valley St Ste A, Newhall, CA 91321",(661) 222-7999,33,,
Sapien Eric,"878 W Morton Ave Ste B, Porterville, CA 93257",(559) 781-2855,91,,http://www.farmers.com/
Vince Harboyen,"1704 E Washington Blvd, Pasadena, CA 91104",(626) 577-0774,91,,http://www.farmers.com/
Insurance Services Parry,"4448 Eagle Rock Blvd Ste G, Los Angeles, CA 90041",(323) 999-0996,20,bparry@farmersagent.com,http://www.farmers.com/
Jarvis Insurance Agency,"947 Armory Rd, Barstow, CA 92311",(760) 252-5090,71,,http://www.farmers.com/
Norton Insurance Services,"5 Corporate Park Ste 170, Irvine, CA 92606",(949) 474-3821,,,http://corporatebenefitsco.com/
Lawler William,"23542 Lyons Ave Ste 205, Newhall, CA 91321",(661) 222-7002,91,,http://www.farmers.com/
Woo Insurance Agency,"450 Lakeville St, Petaluma, CA 94952",(707) 762-7112,,,https://www.farmers.com/
Arnold Insurance Agency,"18582 Beach Blvd Ste 204, Huntington Beach, CA 92648",(714) 378-1414,,,http://www.farmers.com/
Kerwin Walters Insurance Agency,"1820 E Garry Ave, Santa Ana, CA 92705",(949) 553-0617,91,,http://www.farmers.com/
Clara Orozco Insurance,"10700 Main St, Lamont, CA 93241",(661) 845-1500,,,http://farmers.com/
Tatgenhorst Steven,"2390 E Orangewood Ave Ste 530, Anaheim, CA 92806",(626) 271-4502,91,,http://www.farmers.com/
Sacman Art,"1659 Scott Blvd, Santa Clara, CA 95050",(408) 984-2790,,,
Johnson Chip Insurance Agency,"30941 Agoura Rd Ste 220, Westlake Village, CA 91361",(818) 597-8288,,,
Merin Insurance Agency,"1036 W Robinhood Dr Ste 204, Stockton, CA 95207",(209) 957-8950,91,,http://www.farmers.com/
Vencill David Insurance Agency,"18401 Burbank Blvd Ste 125, Tarzana, CA 91356",(818) 343-3068,,,http://www.farmers.com/
A Blakeman Insurance Agency,"2775 Cottage Way Ste 38, Sacramento, CA 95825",(916) 570-2277,14,,http://www.farmers.com/
French Insurance Services,"2210 Plaza Dr Ste 250, Rocklin, CA 95765",(916) 624-2424,,,http://stanfordranch.com/
Nelson Insurance Agency,"1908 S Court St, Visalia, CA 93277",(559) 622-9955,91,,http://www.farmers.com/
West Coast Insurance,"6742 Van Nuys Blvd, Van Nuys, CA 91405",(818) 285-3494,,,https://www.freewayinsurance.com/
Ascencio Eleanor,"1080 Minnesota Ave Ste 4, San Jose, CA 95125",(408) 294-4348,,,http://farmers.com/
Atadero Insurance Agency,"9835 Sierra Ave, Fontana, CA 92335",(909) 355-6677,19,jwells@farmersagent.com,http://farmersagent.com/
Phillips Insurance Agency,"39126 Ocean Dr, Gualala, CA 95445",(707) 884-1740,30,peggy@holliway.com,http://farmers.com/
Hill's Insurance Service,"4180 Treat Blvd Ste 1, Concord, CA 94518",(925) 691-1333,14,mhills@farmersagent.com,http://www.farmers.com/
Sigua Rey Insurance Agency,"163 School St, Daly City, CA 94014",(650) 991-1062,91,,http://www.farmers.com/
Unico American Corporation,,(818) 591-9800,40,,http://aacloans.com/
Lawler Insurance Agency,"23542 Lyons Ave Ste 205, Newhall, CA 91321",(661) 222-7002,,rlawler@farmersagent.com,http://www.advantageoneinsure.com/m
Jensen Michael,"3161 Cameron Park Dr Ste 204, Cameron Park, CA 95682",(530) 676-7905,91,,http://www.farmers.com/
Montez Don Insurance Agency,"1700 Standiford Ave Ste C, Modesto, CA 95350",(209) 577-0722,,smontez@farmersagent.com,
Schmeider Melisa,"1147 Highland Ave, Manhattan Beach, CA 90266",(310) 775-9805,,,http://www.farmers.com/
Dave Carpenter Insurance,"22850 Crenshaw Blvd Ste 203, Torrance, CA 90505",(310) 325-6565,27,,http://www.farmersagent.com/dcarpenter2
The Hier Agency,"239 N Euclid Ave, Upland, CA 91786",(909) 981-6006,,,
Harrison Insurance Agency,"680 Old Telegraph Canyon Rd, Chula Vista, CA 91910",(619) 585-3326,,,
Demirchyan Alice,"13455 Ventura Blvd Ste 206, Sherman Oaks, CA 91423",(818) 907-7888,91,,http://www.farmers.com/
Veon William,"5145 Ball Rd, Cypress, CA 90630",(949) 367-6654,91,,http://www.farmers.com/
Adriana's Insurance Services Pico Rivera Insurance Quotes,"5012 Rosemead Blvd, Pico Rivera, CA 90660",(562) 576-0880,,,http://adrianasinsurance.com/
Dsj Insurance,"5373 Truxtun Ave, Bakersfield, CA 93309",(661) 324-9322,16,dan@dsjinsurance.com,http://www.dsjinsurance.com/v1/contact.aspx
News Insurance Services,"1501 Westcliff Dr Ste 301, Newport Beach, CA 92660",(949) 791-1300,,info@newsinsurance.com,http://www.newsinsurance.com/
Pallah G S,"11565 Laurel Canyon Blvd Ste 211, Los Angeles, CA 90046",(866) 472-5524,91,,http://www.farmers.com/
Che Connie,"425 S San Gabriel Blvd Ste 100, San Gabriel, CA 91776",(626) 307-2828,91,,http://www.farmers.com/
Shen Jin Jin,"1214 E Green St, Pasadena, CA 91106",(626) 203-6663,91,,http://www.farmers.com/
Riego Ophelia,"1825 Del Paso Blvd, Sacramento, CA 95815",(916) 438-7172,,Ophelia@riegoinsurance.com,http://riegoinsurance.com/
Joanne Choi Farmers Insurance Agency,"727 Crenshaw Blvd, Los Angeles, CA 90005",(323) 932-1234,6,jchoi1@farmersagent.com,https://agents.farmers.com/?SourceID=AMPL001L002&utm_source=GMB&utm_medium=Local
Moore Teresa Insurance Agency,"1450 Iowa Ave Ste 100, Riverside, CA 92507",(951) 850-8539,91,,
Smart Insurance Agency,"4716 Crenshaw Blvd, Los Angeles, CA 90043",(323) 291-2222,91,rsmart1@farmersagent.com,http://www.farmers.com/
Sanchez Insurance Agency,"2155 N Fresno St Ste A, Fresno, CA 93703",(559) 252-2345,16,bsanchez@farmersagent.com,http://www.farmers.com/
Cheng David Insurance Agency,"1799 Hamilton Ave Ste 203, San Jose, CA 95125",(408) 265-1788,91,dcheng@farmersagent.com,http://www.farmers.com/
Hernandez Adalina Insurance Agency,"44844 Elm Ave, Lancaster, CA 93534",(661) 874-5353,,,http://www.farmers.com/
Mizrachi Ray Insurance Agency,"1111 Bayhill Dr Ste 415, San Bruno, CA 94066",(650) 273-4462,91,,http://farmers.com/
Williams Angela Insurance Agency,"3120 18th St, Bakersfield, CA 93301",(661) 331-8792,91,,http://www.williams-sonoma.com/
Farmers-Vicki McGinley,"4800 Easton Dr Ste 111, Bakersfield, CA 93309",(661) 323-5700,,,http://www.farmers.com/
Adriana's Insurance,"14301 Ramona Blvd, Baldwin Park, CA 91706",(626) 404-2880,,,http://adrianasinsurance.com/
Vernon And Associates,"563 N Park Victoria Dr, Milpitas, CA 95035",(408) 262-2788,,,
Dominguez Dennis,"1285 N Main St Ste 203, Salinas, CA 93906",(831) 442-8351,,,http://www.dd-is.com/
"MIS Insurance Services, LLC","6404 Wilshire Blvd Ste 1111, Los Angeles, CA 90048",(323) 782-0777,11,info@mis-insurance.com,http://www.mis-insurance.com/
Jeffrey C Green Insurance,"3700 Campus Dr Ste 206, Newport Beach, CA 92660",(949) 502-5600,9,jgreen1@farmersagent.com,http://farmers.com/
Terrazas Insurance Agency,"2213 E Valley Pkwy, Escondido, CA 92027",(760) 480-8926,,lia@sdnc.quik.com,http://www.farmers.com/
Texeira Insurance Agency,"7250 Auburn Blvd Ste E, Citrus Heights, CA 95610",(916) 727-1221,9,jtexeira@farmersagent.com,http://farmersagent.com/
Ramsey Dave,"951 Reserve Dr Ste 160, Roseville, CA 95678",(916) 783-4663,,,
Anzai Insurance,"5101 E La Palma Ave Ste 102, Anaheim, CA 92807",(714) 572-0100,,,
Farmers Naz Cruz Insurance Agency,"785 Oak Grove Rd Ste T2, Concord, CA 94518",(925) 676-4356,23,,http://www.farmers.com/
Lynn John,"20902 Brookhurst St Ste 203, Huntington Beach, CA 92646",(562) 230-4285,,,http://www.farmers.com/
Agency One Insurance,"44030 10th St W, Lancaster, CA 93534",(661) 723-0404,4,info@agencyoneins.com,http://agencyoneins.com/
Deshong Insurance Agency,"11070 White Rock Rd, Rancho Cordova, CA 95670",(916) 636-0115,,,http://farmersagent.com/Rdeshong
McNinch Insurance Agency,"124 E Pine St, Fort Bragg, CA 95437",(707) 964-4886,,dmcninch@farmersagent.com,https://agents.farmers.com/ca/fort-bragg/david-mcninch
Escobar Farmers Agency,"5627 N Figarden Dr, Fresno, CA 93722",(559) 412-7523,9,,http://www.farmers.com/
Cavillo Insurance,"1550 Broadway, Chula Vista, CA 91911",(619) 476-4465,,,http://farmers.com/
Vinelli Insurance Agency,"111 Broadway, Oakland, CA 94607",(510) 986-0668,,,http://farmers.com/
Eckberg Scott Insurance Agency,"5401 Business Park S Ste 105, Bakersfield, CA 93309",(661) 325-5151,91,seckberg@farmersagent.com,http://www.farmers.com/
,,,,,
Friedman Insurance Agency,"23133 Hawthorne Blvd Ste B16, Torrance, CA 90505",(310) 375-9141,15,shyun@farmersagent.com,http://www.farmers.com/
Fishenfeld Jack I Insurance,"3887 State St, Santa Barbara, CA 93105",(805) 563-1019,,,
Farmers Insurance-Joseph,"19 Broadway Blvd # B, Fairfax, CA 94930",(415) 453-0988,12,,http://www.farmersagent.com/jmcwilliams?SourceID=LOCC002L001&utm_source=GoogleMaps&utm_medium=Local&utm_campaign=966641
Taylor Adam Insurance,"449 G St, Crescent City, CA 95531",(707) 464-3185,,,http://www.farmers.com/
Multi Cultural Marketing,"4680 Wilshire Blvd, Los Angeles, CA 90010",(323) 932-3518,,,
Ullal Insurance Services,"1850 Warburton Ave, Santa Clara, CA 95050",(408) 554-9190,,,http://www.ullalinsurance.com/
Colman Deborah A Insurance,"1451 W 7th St, San Pedro, CA 90732",(310) 832-8307,,,
Tracy Sekhon Insurance Inc.,"16959 Bernardo Center Dr Ste 202, San Diego, CA 92128",(858) 618-4767,,,http://www.tsinsuranceinc.com/
Adrian Cisneros Insurance Agency Inc,"5750 Division St Ste 109, Riverside, CA 92506",(951) 534-0906,91,ccisneros@allstate.com,http://www.farmers.com/
Dovinh David Insurance Agency,"4675 Stevens Creek Blvd Ste 245, Santa Clara, CA 95051",(408) 300-0555,,,http://www.farmers.com/
Greg Gurovich,"1857 Market St, San Francisco, CA 94103",(415) 487-1800,91,,http://www.farmers.com/
Tsuruta Randall Insurance,"17625 Crenshaw Blvd Ste 201, Torrance, CA 90504",(310) 532-2070,,,https://www.farmers.com/
Galang Raul Insurance Agency,"4675 Stevens Creek Blvd Ste 245, Santa Clara, CA 95051",(408) 506-3675,,,http://www.farmers.com/
Makemson Roger Inc,"28494 Westinghouse Pl Ste 313, Valencia, CA 91355",(661) 775-0645,91,,
,,,,,
Galang Raul Insurance Agency,"4675 Stevens Creek Blvd Ste 245, Santa Clara, CA 95051",(408) 506-3675,,,http://www.farmers.com/
Pan Mike,"7246 Sharon Dr, San Jose, CA 95129",(408) 517-1100,,,
Kohly Margarita,"8616 La Tijera Blvd Ste 210, Los Angeles, CA 90045",(310) 410-9848,91,,http://www.farmers.com/
Levy Edward Insurance Agency,"14545 Friar St Ste 230, Van Nuys, CA 91411",(818) 769-3271,,,http://www.farmers.com/
Jensen Michael Insurance Agency,"3350 Country Club Dr Ste 104, Shingle Springs, CA 95682",(530) 676-7905,91,,https://www.farmers.com/
David Luther Insurance Agency,"29050 S Western Ave, Rancho Palos Verdes, CA 90275",(310) 514-3971,,dluther@farmersagent.com,https://www.farmers.com/
Olivares Norma Insurance Agency,"9430 Topanga Canyon Blvd Ste 204, Chatsworth, CA 91311",(818) 687-4148,,,http://www.farmers.com/
Heidi Varner Ins.,"130 S Chaparral Ct Ste 150, Anaheim, CA 92808",(714) 282-5730,,,http://www.farmersagent.com/hvarner
Hagerman Linda,"13201 Burton St, North Hollywood, CA 91605",(323) 644-2840,91,,http://www.farmers.com/
Carlos Villalobos Ins,"25001 The Old Rd, Stevenson Ranch, CA 91381",(661) 255-8281,91,carfury@aol.com,http://www.carlosvinsurance.com/
Insuranceparden,"1043 Alameda De Las Pulgas, Belmont, CA 94002",(650) 593-2197,33,parden_insurance@comcast.net,http://www.farmers.com/
Bill Blankinship Insurance Agency,"1601 W Avenue J, Lancaster, CA 93534",(661) 948-2225,,,
Caynan Rene,"2105 Beverly Blvd Ste 229, Los Angeles, CA 90057",(213) 483-7500,,,
Terrazas Insurance Agency,"720 N Broadway, Escondido, CA 92025",(760) 480-8926,18,,http://www.farmers.com/
Bertholf James Insurance Agency,"1905 Hamilton Ave Fl 2, San Jose, CA 95125",(888) 323-7846,,,http://www.farmers.com/
Platt Charles Financial Insur Svcs,"2295 Hilltop Dr Ste 6, Redding, CA 96002",(530) 222-5511,91,staff.cplatt@farmersagency.com,http://www.farmers.com/
Daryl Bach,"1720 S San Gabriel Blvd, San Gabriel, CA 91776",(626) 571-7515,,,http://farmers.com/
Eskra Stephanie,"622 2nd St, Eureka, CA 95501",(707) 444-8080,9,,http://www.farmers.com/
Chausse Gabriel Insurance Agency,"250 Hemsted Dr Ste 210, Redding, CA 96002",(530) 351-7983,91,,http://www.farmers.com/
Gallo Insurance,"3166 E Palmdale Blvd Ste 219, Palmdale, CA 93550",(661) 265-1806,,dgallo@farmersagent.com,http://farmersagent.com/
Kls Travel & Tours,"21000 Devonshire St Ste 103, Chatsworth, CA 91311",(818) 831-9934,30,,http://www.farmers.com/
